,metal,linker_SMILES
2536,Cu,c1cncc(-c2nnn[nH]2)c1
2537,Ni,c1cn(-c2ccc(-n3ccnc3)cc2)cn1
2538,La,O=C(O)c1cc(O)cc(C(=O)O)c1
2539,Ce,O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
2540,Cd,Cc1c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c1COc1cc(C(=O)O)cc(C(=O)O)c1
2541,Ag,c1c(-c2nn[nH]n2)c(-c2nnn[nH]2)cc(-c2nnn[nH]2)c1-c1nnn[nH]1
2542,K,O=C(O)CN(CC(=O)O)CC(=O)O
2543,Na,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21
2544,Ni,O=C(O)c1cccnc1
2545,Mn,COc1cc(C(=O)O)cc(OC)c1-c1c(OC)cc(C(=O)O)cc1OC
2546,Pb,COc1cc(C(=O)O)cc(OC)c1-c1c(OC)cc(C(=O)O)cc1OC
2547,In,COc1cc(C(=O)O)cc(OC)c1-c1c(OC)cc(C(=O)O)cc1OC
2548,Cu,O=C(O)c1ccc(Oc2cncc(C(=O)O)c2)cc1
2549,Cu,O=C(O)c1ccc(-c2cncc(C(=O)O)c2)cc1
2550,Fe,c1c2c(cc3c1=NN=N3)=NN=N2
2551,Fe,c1c2[nH][nH][nH]c2cc2[nH][nH][nH]c12
2552,Fe,c1c2c(cc3n[nH]nc13)Oc1cc3[nH]nnc3cc1O2
2553,Sm,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
2554,Cd,O=C(O)c1cncc(Br)c1
2555,K,CS(=O)(=O)c1ccc(C(=O)O)cc1
2556,Zn,O=C(O)CN(CC(=O)O)c1ccc(C(=O)O)cc1
2557,Mn,O=C(O)c1ccc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc1
2558,Cd,CC(C)C[C@H](NCc1ccncc1)C(=O)O
2559,Ag,O=C(O)Cc1ccncc1
2560,U,O=C(O)c1cccc(C(=O)O)c1
2561,Zn,O=C(O)c1ccc(-n2cncn2)cc1
2562,Zn,NC(=O)c1nc(Br)[nH]c1C(N)=O
2563,Zn,NC(=O)C1=NC(Cl)=N[C@H]1C(N)=O
2564,U,O=P(O)(O)Cc1cc(CP(=O)(O)O)cc(CP(=O)(O)O)c1
2565,Li,NCC(=O)O
2566,Cu,C(=C\[Si](/C=C/c1cccnc1)(/C=C/c1cccnc1)/C=C/c1cccnc1)\c1cccnc1
2567,Cu,c1cncc(CC[Si](CCc2cccnc2)(CCc2cccnc2)CCc2cccnc2)c1
2568,Pb,O=C(O)c1ccc(C(=O)O)s1
2569,Cd,O=C(O)c1cc(O[PH]2(Oc3cc(C(=O)O)cc(C(=O)O)c3)N[PH](Oc3cc(C(=O)O)cc(C(=O)O)c3)(Oc3cc(C(=O)O)cc(C(=O)O)c3)N[PH](Oc3cc(C(=O)O)cc(C(=O)O)c3)(Oc3cc(C(=O)O)cc(C(=O)O)c3)N2)cc(C(=O)O)c1
2570,Cu,O=C(O)c1ccc(/C=C/c2ccncc2)cc1
2571,Y,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)cc2-c2ccc(C(=O)O)cc2)cc1
2572,Cd,c1c[nH]nn1
2573,Mn,c1c[nH]nn1
2574,Zn,c1c[nH]nn1
2575,Cu,c1ccc2nc(-c3nnc(-c4ccncc4)o3)ccc2c1
2576,Cd,O=C(O)c1ccc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)cc1
2577,Cd,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1
2578,Zn,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O
2579,La,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
2580,Ca,O=C(O)c1ccc2c(c1)C1(c3cc(C(=O)O)ccc3-2)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21
2581,Zn,O=C(O)c1cc(-c2cc(C(=O)O)nc(C(=O)O)c2)cc(C(=O)O)n1
2582,Mn,CC(C)(C)c1cc2c(SCC(=O)O)c(c1)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)S2
2583,Zn,CC(C)(C)c1cc2c(SCC(=O)O)c(c1)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)S2
2584,Li,c1cn(Cn2ccnc2)cn1
2585,Ni,CC(C)(C)c1cc2c(SCC(=O)O)c(c1)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)S2
2586,Co,CC(C)(C)c1cc2c(SCC(=O)O)c(c1)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)Sc1cc(C(C)(C)C)cc(c1SCC(=O)O)S2
2587,Pb,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
2588,Zr,Nc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(N)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
2589,Zr,O=C(O)c1ccc(-c2cc(-c3cc(-c4ccc(C(=O)O)cc4)c(O)c(-c4ccc(C(=O)O)cc4)c3)cc(-c3ccc(C(=O)O)cc3)c2O)cc1
2590,Zr,COc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(OC)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
2591,Ni,O=c1ccccn1Cc1cccc(Cn2ccccc2=O)c1
2592,Pb,C[C@H](NCc1cc(C(=O)O)cc(C(=O)O)c1)C(=O)O
2593,Ca,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12
2594,Zn,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12
2595,Cs,O=C1NC(=O)C(O)(c2c(O)c(C3(O)C(=O)NC(=O)NC3=O)c(O)c(C3(O)C(=O)NC(=O)NC3=O)c2O)C(=O)N1
2596,Ag,c1cncc(Oc2ccc(Oc3cccnc3)cc2)c1
2597,Cs,O=C(O)c1ccc(C(=O)O)cc1
2598,Cd,O=C(O)c1nc(-c2c[nH]cn2)[nH]c1C(=O)O
2599,Zn,O=C(O)c1cc(OC/C=C/COc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2600,Tb,O=C(O)C[C@]12C[C@H]3C[C@H](C[C@](CC(=O)O)(C3)C1)C2
2601,Cu,O=C(O)c1cc(C(=O)O)cc([C@H]2CC=CS2)c1
2602,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cccs2)c1
2603,Fe,O=C(O)c1ccncc1
2604,Hf,O=C(O)c1ccc(-c2cc(C#CC#Cc3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
2605,Ga,O=C(O)C(=O)O
2606,Zr,O=C(O)c1ccc(-c2cc(C#CC#Cc3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
2607,Cu,N#CC(C#N)C(C(C#N)C#N)C(C#N)C#N
2608,Cu,c1ccc(-c2nnc(-c3nnc[nH]3)[nH]2)nc1
2609,Mn,c1n[nH]cc1-c1cn[nH]c1
2610,Pr,O=C(O)c1cc(CCc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2611,Gd,O=C(O)c1cc(CCc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2612,Na,Oc1ccccc1
2613,Eu,O=C(O)c1cc(CCc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2614,Tb,O=C(O)c1cc(CCc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2615,Rb,O=C(O)CN(CC(=O)O)CC(=O)O
2616,Co,O=C(O)CN1C=CC(C(=O)O)C=C1
2617,Co,O=C(O)c1cc(OCC#CC#CCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2618,Cu,Cc1cc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
2619,Cu,[C]c1c(-c2cc(C(=O)O)cc(C(=O)O)c2)cccc1-c1cc(C(=O)O)cc(C(=O)O)c1
2620,Cu,Cc1cc(C)c(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1-c1cc(C(=O)O)cc(C(=O)O)c1
2621,Zn,Cc1cc(-c2ccc(C(=O)O)cc2)c(C)cc1-c1ccc(C(=O)O)cc1
2622,Pb,Cc1cc(-c2ccc(C(=O)O)cc2)c(C)cc1-c1ccc(C(=O)O)cc1
2623,Cu,N#CNC#N
2624,Cu,c1cc(-c2ccnnc2)cnn1
2625,Pr,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
2626,Nd,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
2627,Sm,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
2628,Eu,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
2629,Gd,O=C(O)c1cc(C(=O)c2ccccc2)c(C(=O)O)cc1C(=O)c1ccccc1
2630,Ni,c1c[nH]c(C(c2ccc(-n3ccnc3)cc2)c2ccc[nH]2)c1
2631,Nd,O=C(O)c1ccc([Si](c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
2632,Eu,O=C(O)c1ccc([Si](c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
2633,Er,O=C(O)c1ccc([Si](c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
2634,Pb,O=C(O)c1ccncc1C(=O)O
2635,In,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1
2636,Cu,C[C@H](NCc1ccccc1O)C(=O)O
2637,Co,c1ccc(-c2nc(-c3ncn[nH]3)n[nH]2)nc1
2638,Ag,CCc1nnc(CC)[nH]1
2639,Ag,N#Cc1ccc2c(c1)c1cc(C#N)ccc1n2-c1ccccc1
2640,Mn,O=C(O)c1cccnc1C(=O)O
2641,Mn,O=C(O)c1cncnc1
2642,Y,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1
2643,Sm,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1
2644,Er,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1
2645,Gd,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1
2646,Mn,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1
2647,Zn,O=P(O)(O)c1cc(P(=O)(O)O)cc(P(=O)(O)O)c1
2648,K,OS(O)(O)c1ccc(-c2ccc(S(O)(O)O)cc2)cc1
2649,U,O=C(O)/C=C/C(=O)O
2650,U,O=C(O)c1ccc(C(=O)O)cc1
2651,K,COc1cc(S(O)(O)O)ccc1O
2652,In,Nc1c(-c2ccc(C(=O)O)cc2)cc(-c2cc(-c3ccc(C(=O)O)cc3)c(N)c(-c3ccc(C(=O)O)cc3)c2)cc1-c1ccc(C(=O)O)cc1
2653,Zn,O=C(O)c1cc(NCc2ccc(CNc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1
2654,Cd,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C
2655,Co,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C
2656,Zn,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C
2657,Cu,[C][C@@H]1n2n3n2[C@H]([C])C1(C12[C@H]([C])n4n(n4[C@@H]1[C])[C@@H]2[C])[C@H]3[C]
2658,Cs,O=C(O)c1ccc([N+](=O)[O-])cc1
2659,Na,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
2660,K,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
2661,Rb,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
2662,Cs,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
2663,Mg,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
2664,Co,COc1cc(C(=O)O)cc(C(=O)O)c1
2665,Co,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1
2666,Co,Cc1cc(C(=O)O)cc(C(=O)O)c1
2667,Pr,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2668,Eu,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2669,Gd,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2670,Tb,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2671,Dy,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2672,Ho,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2673,Er,COc1cc(C(=O)O)ccc1OS(O)(O)c1ccc(C(=O)O)cc1
2674,Zn,O=C(O)c1cc(Br)c(C(=O)O)cc1Br
2675,K,O=C(O)c1nc(=O)[nH]c(=O)[nH]1
2676,Ba,O=C(O)[C@H](O)[C@@H](O)C(=O)O
2677,Mn,O=C(O)c1cc(Cn2ccnc2)cc(C(=O)O)c1
2678,Cu,O=C(O)C1(C(=O)O)CC1
2679,Ag,Oc1ccccc1/C=N/CCCC/N=C/c1ccccc1O
2680,Gd,O=C(O)c1ccc(-c2cc(C(=O)O)c(C(=O)O)cc2-c2ccc(C(=O)O)cc2)cc1
2681,Th,O=C(O)C[C@]12C[C@H]3C[C@H](C[C@](CC(=O)O)(C3)C1)C2
2682,Zn,O=C(O)c1ccc(-n2c3ccc(C(=O)O)cc3c3cc(C(=O)O)ccc32)cc1
2683,Zn,O=C(O)c1ccc(C(=O)O)c(NC(=O)c2ccccc2)c1
2684,Zn,O=C(O)c1ccc(C(=O)O)c(NC(=O)c2ccc(Cl)cc2)c1
2685,Ba,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1
2686,V,O=P(O)(O)CCP(=O)(O)O
2687,Rb,O=C1CC(=O)NC(=S)N1
2688,Cs,O=C1CC(=O)NC(=S)N1
2689,Pr,O=C(O)c1nn[nH]c1C(=O)O
2690,Nd,O=C(O)c1nn[nH]c1C(=O)O
2691,Cu,Nn1c(-c2ccncc2)nnc1-c1ccncc1
2692,Yb,O=C(O)c1cnc(C(=O)O)c(C(=O)O)n1
2693,Er,O=C(O)c1cnc(C(=O)O)c(C(=O)O)n1
2694,Ag,Nc1ccc(S(O)(O)O)cc1
2695,Cd,c1cn(Cc2cc(Cn3ccnc3)c(Cn3ccnc3)cc2Cn2ccnc2)cn1
2696,Fe,C1CNCCN1
2697,La,O=C(O)c1cc(S(O)(O)O)ccc1O
2698,Hg,O=C(Nc1cnc2ccccc2c1)c1cnccn1
2699,Sm,O=C(O)CCC(=O)O
2700,Zn,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2-c2ccc(C(=O)O)cc2)cc1
2701,Co,c1ncc(-c2ccc(-c3cnc[nH]3)cc2)[nH]1
2702,Co,c1cc(-c2ccc(-c3cc[nH]c3)cc2)c[nH]1
2703,Cu,O=C(O)c1nc(-c2cccnc2)[nH]c1C(=O)O
2704,Ag,c1nncn1-n1cnnc1
2705,Sr,O=C(O)c1cccc(C(=O)O)c1-c1c(C(=O)O)cccc1C(=O)O
2706,Ba,O=C(O)c1cccc(C(=O)O)c1-c1c(C(=O)O)cccc1C(=O)O
2707,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)N2CCC[C@@H]2C(=O)O)c1
2708,Cu,c1ccc2nn(CCn3nnc4ccccc43)nc2c1
2709,Cu,c1ccc2c(c1)nnn2CCCCn1nnc2ccccc21
2710,Sn,O=C(O)Cc1ccccc1C(=O)O
2711,Li,O=C(NCCN(CCNC(=O)Nc1cccnc1)CCNC(=O)Nc1cccnc1)Nc1cccnc1
2712,Yb,O=C(O)c1ccc(C(=O)O)s1
2713,Ni,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3ccc4c(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c5ccc2c3c54)cc1
2714,Li,O=C(O)[C@H]1[C@@H](C(=O)O)[C@@H](C(=O)O)[C@@H](C(=O)O)[C@@H](C(=O)O)[C@H]1C(=O)O
2715,Cu,O=C(O)c1cc(Nc2ccncc2)cc(C(=O)O)c1
2716,Cu,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1
2717,Cu,O=C(O)c1cc(Nc2cccnc2)cc(C(=O)O)c1
2718,Cu,O=C(O)c1cc(Nc2cncnc2)cc(C(=O)O)c1
2719,Cd,Nc1ncc2ncn(CCC(=O)O)c2n1
2720,Al,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
2721,Li,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
2722,Li,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1
2723,Co,C1N2CN3CN1CN(C2)C3
2724,Cd,Nc1cn[nH]c1
2725,Cd,O=C(O)c1cc(C(=O)O)[nH]n1
2726,Cd,O=C(O)c1ncc(Br)cn1
2727,Co,O=C(O)Cc1ccc(CC(=O)O)cc1
2728,Mn,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O
2729,Ag,N#C[C@@H]1C(=O)C(=O)C(Cl)=C(Cl)C1=O
2730,Ba,Oc1cc(S(O)(O)O)cc(S(O)(O)O)c1O
2731,Sm,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
2732,Eu,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
2733,Ho,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
2734,Er,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
2735,Cu,O=C(O)c1cc(-c2cc(-c3ccc(O)c(C(=O)O)c3)cc(-c3ccc(O)c(C(=O)O)c3)c2)ccc1O
2736,Ba,O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F
2737,Cs,O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F
2738,Rb,O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F
2739,U,O=C(O)CCC(=O)O
2740,In,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2741,Al,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2742,Ga,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2743,Cs,CC(C)(C)/C=C(\c1p[pH]c(/C(=C\C(C)(C)C)C(C)(C)C)p1)C(C)(C)C
2744,Cd,C(Cc1nnn[nH]1)c1nn[nH]n1
2745,Zn,C(Cc1nnn[nH]1)Cc1nnn[nH]1
2746,Cd,C(Cc1nn[nH]n1)Cc1nnn[nH]1
2747,Cd,C(CCc1nnn[nH]1)Cc1nnn[nH]1
2748,Cu,COc1c(-c2cc(C(=O)O)cc(C(=O)O)c2)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c(OC)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1-c1cc(C(=O)O)cc(C(=O)O)c1
2749,Cd,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
2750,Zn,C(#CCn1ccnc1)Cn1ccnc1
2751,Nd,O=C(O)c1ccc(C2=N[C@H](c3ccc(C(=O)O)cc3)NN2)cc1
2752,Sm,O=C(O)c1ccc(C2=N[C@H](c3ccc(C(=O)O)cc3)NN2)cc1
2753,Gd,O=C(O)c1ccc(C2=N[C@H](c3ccc(C(=O)O)cc3)NN2)cc1
2754,Tb,O=C(O)c1ccc(C2=N[C@H](c3ccc(C(=O)O)cc3)NN2)cc1
2755,Ho,O=C(O)c1ccc(C2=N[C@H](c3ccc(C(=O)O)cc3)NN2)cc1
2756,Yb,O=C(O)c1ccc(-c2n[nH]c(-c3ccc(C(=O)O)cc3)n2)cc1
2757,Ag,Nn1cnnc1
2758,Co,c1cn(-c2ccc(-n3ccnc3)nn2)cn1
2759,Mn,Cc1c(C)c(C(=O)O)c(C)c(C)c1B(c1c(C)c(C)c(C(=O)O)c(C)c1C)c1c(C)c(C)c(C(=O)O)c(C)c1C
2760,Cu,Cc1c(C)c(C(=O)O)c(C)c(C)c1B(c1c(C)c(C)c(C(=O)O)c(C)c1C)c1c(C)c(C)c(C(=O)O)c(C)c1C
2761,K,O=P(O)(O)C(O)(CCCCC(O)(P(=O)(O)O)P(=O)(O)O)P(=O)(O)O
2762,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3c4occoc4c(-c4cc(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c4)c4occoc34)c2)cc1
2763,Zn,O=C(O)c1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1
2764,Zn,COC1=Cc2c(c(-c3ccc(C(O)O)cc3)c3c(c2-c2ccc(C(O)O)cc2)C[C@@H](OC)C(OC)=C3)C[C@@H]1OC
2765,La,O=C(O)c1nccnc1C(=O)O
2766,Pr,O=C(O)c1nccnc1C(=O)O
2767,Eu,O=C(O)c1nccnc1C(=O)O
2768,Ni,O=C(O)C#CC(=O)O
2769,Ni,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
2770,Co,N[C@@H](CCC(=O)O)C(=O)O
2771,Ce,O=C(O)COCC(=O)O
2772,La,O=C(O)c1ccc2c(c1)c1ccc(C(=O)O)cc1c1ccc(C(=O)O)cc21
2773,Mo,c1nncn1CCn1cnnc1
2774,Mo,c1nncn1CCCn1cnnc1
2775,Mo,c1nncn1[C@H]1CC[C@H](n2cnnc2)CC1
2776,Mo,c1nncn1[C@]12C[C@H]3C[C@H](C[C@](n4cnnc4)(C3)C1)C2
2777,Zn,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
2778,Th,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
2779,Al,c1cc(-c2ccncc2)ccn1
2780,Co,O=c1ccn(Cc2c(Cn3ccc(=O)cc3)c(Cn3ccc(=O)cc3)c(Cn3ccc(=O)cc3)c(Cn3ccc(=O)cc3)c2Cn2ccc(=O)cc2)cc1
2781,Cd,c1cc(-c2nnn[nH]2)ccc1-c1nn[nH]n1
2782,Ag,C1=NCC(NNc2cnccn2)=NC1
2783,Zn,O=P(O)(O)CN1CCN(CP(=O)(O)O)CC1
2784,Sb,O=P(O)(O)CN1CCN(CP(=O)(O)O)CC1
2785,Ni,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1
2786,Co,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1
2787,Cu,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1
2788,Cd,c1cn(-c2ccc(-n3ccnc3)cc2)cn1
2789,Cd,c1ccc2c(c1)ncn2-c1ccc(-n2cnc3ccccc32)cc1
2790,Cd,c1ccc2c(c1)ncn2-c1ccc(-c2ccc(-n3cnc4ccccc43)cc2)cc1
2791,Cd,O=C(O)c1ccc(Cn2c(CCCCc3nc4ccccc4n3Cc3ccc(C(=O)O)cc3)nc3ccccc32)cc1
2792,Ni,Nc1cc(C(=O)O)cc(C(=O)O)c1
2793,U,c1cnccn1
2794,La,O=C(O)c1cc(C(=O)O)nc(C(=O)O)c1
2795,Li,O=[N+]([O-])Nc1nnn[nH]1
2796,Mo,[C]c1ccncc1
2797,Pr,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
2798,Er,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
2799,Zn,CC(C)[C@@H](NCc1ccncc1)C(=O)O
2800,Mn,Fc1c(F)c(Cn2ccnc2)c(F)c(F)c1Cn1ccnc1
2801,La,[O-][n+]1ccc(-c2cc[n+]([O-])cc2)cc1
2802,Zn,N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(NC(=O)[C@@H](N)Cc2ccccc2)cc1
2803,Pb,O=C(O)COc1cc(OCC(=O)O)cc(C(=O)O)c1
2804,Cu,O=C(O)c1ccc(-c2ccncc2)cc1
2805,Cu,C(Cc1nnn[nH]1)SCCc1nnn[nH]1
2806,In,O=C(O)c1cc(Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
2807,Mn,Cc1cc(C(=O)O)cc(C(=O)O)c1
2808,Zn,Cc1cc(C(=O)O)cc(C(=O)O)c1
2809,Cd,O=C(O)/C=C/c1ccc(/C=C/c2ccncc2)cc1
2810,Co,Nc1cnccn1
2811,Mg,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
2812,Fe,CN(C)c1c(F)c(F)c(-c2c3nc(c(-c4ccc(-n5ccnc5)cc4)c4ccc([nH]4)c(-c4c(F)c(F)c(N(C)C)c(F)c4F)c4nc(c(-c5ccc(-n6ccnc6)cc5)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F
2813,Sc,O=C(O)c1c(O)c(O)c(C(=O)O)c(O)c1O
2814,Cu,O=P(O)(O)c1ccncc1
2815,Cd,O=P(O)(O)c1cccnc1
2816,Cd,O=P(O)(O)c1ccncc1
2817,Cd,CCO[P@](=O)(O)c1ccncc1
2818,Mn,OS(O)(O)c1cccc(-c2nnc(-c3ccccn3)nc2-c2cccc(S(O)(O)O)c2)c1
2819,La,O=C(O)CCCCC(=O)O
2820,Li,O=C(O)C#CC(=O)O
2821,Cd,Cc1cnc(C)cn1
2822,Sr,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O
2823,Sr,O=C(O)C[C@H](C(=O)O)[C@@H](CC(=O)O)C(=O)O
2824,K,Oc1cc(O)c(S(O)(O)O)cc1S(O)(O)O
2825,Cd,CCOc1cc(C(=O)O)c2cc(C(=O)O)ccc2c1-c1c(OCC)cc(C(=O)O)c2cc(C(=O)O)ccc12
2826,Hg,O=C(O)CCn1nnc2ccccc21
2827,Ho,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
2828,Mn,O=C(O)CNCC(=O)O
2829,Cu,O=C(O)c1ccc(-c2nnn[nH]2)cc1
2830,Zn,NCCC(=O)O
