,0
0,0.07475718729746927
1,0.07692141962093679
2,0.07876537491323143
3,0.07846573288573994
4,-0.0691756437508737
5,0.07845436205003842
6,0.08237892904461147
7,0.0909732571638201
8,0.09105012082578184
9,0.08054231520439797
10,0.08529936236244495
11,0.05555272065734823
12,0.06638687594470266
13,0.05520271269459509
14,0.07663353249057492
15,0.07691278637952387
16,0.07643154338805158
17,0.0762927928517409
18,-0.021819945235841742
19,0.08682197428202298
20,-0.05569706193603058
21,0.07846573288573994
22,0.07475718729746927
23,0.05434672426283399
24,0.08077686697371056
25,0.0590671440620969
26,0.0774419140693669
27,0.07726379457557936
28,0.07691477265673968
29,0.06174092425072403
30,0.06151750548008372
31,-0.016593968266589987
32,-0.06696700099376296
33,0.06040159127612932
34,-0.01058048192723643
35,-0.017435562341994282
36,0.07634750383499539
37,0.04595210382909304
38,0.062231010239461704
39,0.06314515164711232
40,0.06311501342802373
41,0.06919307146460046
42,0.07165787573500437
43,-0.022634605190867296
44,-0.06998795919207845
45,0.08558945185252564
46,0.09354636780328268
47,0.02896123781396087
48,0.02937885199778878
49,0.02896123781396087
50,-0.06786601117684155
51,0.08460185485339722
52,-0.0008595243784663698
53,0.0049255235815995335
54,0.049538244379756124
55,0.08268048395002853
56,0.08033799220084487
57,0.05931049770163671
58,0.021041785210032526
59,0.08654723868761355
60,0.0756695234721253
61,0.07858819712434167
62,0.029092505724788553
63,0.05960595940922836
64,-0.06706343932646819
65,-0.0672927548686798
66,-0.06648550184726576
67,0.024984915565941956
68,0.08237892904461147
69,0.04639971104139751
70,0.060427144250154996
71,0.027278005527078764
72,0.0782816916839974
73,0.05038869941984131
74,-0.03697834923628107
75,-0.03704581779037819
76,0.06436330459944672
77,0.08150111789606551
78,0.060002754508269585
79,0.08721450662043617
80,-0.0033410907537370083
81,0.015198657379698666
82,0.07933004121383547
83,-0.023427425082854114
84,0.0966947616791684
85,0.0966947616791684
86,0.09641443139875011
87,0.09580155229839443
88,0.0965217698139102
89,0.09641443139875011
90,0.03523129408201664
91,0.05438596754622299
92,0.07131169386575387
93,0.06122830999828094
94,0.07458474676207588
95,0.09199697845349053
96,0.09163742631959948
97,0.09199697845349053
98,0.09210138153302677
99,0.09210138153302677
100,0.07816728785308907
101,-0.027342413467793647
102,0.047231985971108836
103,0.03484373833985127
104,0.07111284934537715
105,0.0022761820454115234
106,0.050518068286675155
107,-0.0028470922008684285
108,0.07667819475955995
109,0.08875499316716601
110,-0.0030140877299665303
111,-0.060083201205892556
112,-0.023832372552062053
113,0.015264147621630808
114,0.054913140475356115
115,0.011943059955938862
116,0.07954760985901888
117,-0.009533820262424553
118,0.0010988890918417482
119,0.007677817925044017
120,-0.006748830979355636
121,0.010063844662881904
122,0.016671708532521645
123,0.08461533635494628
124,0.07365832440312148
125,0.04082131498027958
126,0.037518933521644204
127,0.05516921047272383
128,0.0779271093996593
129,0.07831952645033452
130,0.0822227796067424
131,0.07973896408470621
132,0.07475718729746927
133,0.09281425100756774
134,0.0604537398080075
135,0.0594227095260807
136,0.08928590302368233
137,0.07696007461991772
138,0.0769537338845207
139,0.07145406124918319
140,0.023496419493687914
141,0.03161051818229016
142,0.03911795761337433
143,0.08828080262823657
144,0.08828080262823657
145,0.046247258027016735
146,0.05486626922757082
147,0.0469956731610503
148,-0.0103823002813907
149,-0.031357807710851004
150,0.08501533859177451
151,0.0741007980142524
152,0.06520819447858489
153,0.07181580923697939
154,0.08723233700215766
155,0.09487066655033871
156,0.04768849793449953
157,0.06081882031448799
158,0.031074116852988665
159,0.08002131710982158
160,0.07955720563541535
161,0.07421289515047663
162,0.01697723630620851
163,0.08597619424287412
164,0.016606062231190377
165,0.020187563872078873
166,0.020221157491287944
167,0.05407668390093995
168,0.018035553140838434
169,0.017742386431727264
170,0.0007695179380134975
171,0.0007950928037408489
172,0.08012121085430685
173,0.012008039330586862
174,-0.004792688464504091
175,0.04901249074186914
176,0.05044611932474646
177,0.09439145711250596
178,0.09439145711250596
179,0.09439145711250596
180,0.08690231672733972
181,0.08083133670319004
182,0.08035588314187175
183,0.0797575538100262
184,0.0803477926349635
185,0.08076660848338374
186,0.08050157743441527
187,0.09308998692289727
188,0.09399028377004459
189,0.09399028377004459
190,0.09392252691231634
191,0.0670282454252249
192,0.06686774312263427
193,0.07665083596995137
194,0.016480775896024147
195,0.071321047541402
196,0.09507361530045921
197,0.05049328805516384
198,0.04497419149170967
199,0.07948265557390533
200,0.07918775609068768
201,0.07933004121383547
202,0.07933004121383547
203,0.08050157743441527
204,0.08023698694055714
205,-0.023689833483648948
206,-0.022886644778698284
207,-0.023402041531079887
208,-0.023542825604616346
209,-0.024211506354347545
210,0.09589712645501675
211,0.09610011762467091
212,0.015616969757428212
213,0.09518377114821025
214,0.02208261403314038
215,0.02208261403314038
216,0.05372385237072114
217,-0.024240624889446727
218,0.08416647047096953
219,0.02440176703504554
220,0.041378008167561764
221,0.04219728704333192
222,0.08113200728672876
223,0.09427229023455291
224,0.0769216818070736
225,0.0647580086725198
226,0.05875655303287197
227,0.0709749074245925
228,0.05869433878660896
229,0.09210138153302677
230,0.09185972491086142
231,0.091526354384804
232,0.07452843183088731
233,0.07427448147353499
234,0.07396500154715885
235,0.09765931080372575
236,0.05886745271403371
237,0.08395368501279177
238,0.05622160278112237
239,0.07250885786159228
240,0.028296584936994496
241,0.08577966798238928
242,0.063326660923893
243,0.07994697998225159
244,0.08270434319678338
245,0.07994697998225159
246,0.04786999305796569
247,0.07965378369649317
248,0.07957439185944754
249,0.04992910563498415
250,0.0812671871813962
251,0.08201258657121152
252,0.025001240416204218
253,0.07978677097223952
254,0.08025819563655351
255,0.08503275243281211
256,0.05183937869375471
257,0.06406696691294234
258,0.04051919895475825
259,0.05932763622786036
260,0.06525103092733697
261,0.06345893040238892
262,0.08247205472577163
263,0.08186350471859061
264,-0.020332447146711174
265,0.07572287334576294
266,0.098175282496681
267,0.09785715167876663
268,0.098175282496681
269,0.07647513747681162
270,0.07642000253497094
271,0.07642000253497094
272,0.07638566778663686
273,0.06341718945090713
274,0.029508468123278897
275,0.07164872204721812
276,0.039735344679712736
277,0.07526449120796108
278,0.07145817563368323
279,0.030711905583500565
280,0.05696699628375179
281,0.05239654089858681
282,0.07853441913103643
283,0.04446169306289194
284,0.07973350943892643
285,0.0792497910486406
286,0.05790806675329668
287,0.08246725349728201
288,0.07939179289977266
289,0.08234131183785343
290,0.057061389542820196
291,0.08708334449680577
292,0.07195336833202992
293,0.04303430463093749
294,0.07816717312117016
295,0.08787541706643931
296,0.08860564690873046
297,0.054580026719616315
298,0.0662782883131533
299,0.08206930362365056
300,0.06722198936792223
301,0.06485626159221186
302,0.031787066733520275
303,0.03727601144356524
304,0.05227334011560919
305,0.07636938736740839
306,0.05610281321781907
307,0.06725190684007659
308,0.03993131782960474
309,0.08492666551200673
310,0.0621354658306395
311,0.06915960596897652
312,0.0688285562127754
313,0.049549062404564026
314,0.04914534026147582
315,0.04914534026147582
316,0.04914534026147582
317,0.04914534026147582
318,0.08085838317407157
319,0.03918315871215727
320,0.08839333113830039
321,0.08633152106528769
322,0.0836198022722921
323,0.07755654605327839
324,0.09023130950885888
325,0.06336485407725373
326,0.04661897243593488
