element,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
H,-0.225564569,0.17279915511608124,0.18337109684944153,-0.110730752,0.24751971662044525,0.6925342082977295,0.1173265129327774,0.46246856451034546,-0.033087015,0.067433663,-0.014749705,0.4879246652126312,-0.416724712,0.3461455702781677,0.5159202218055725,-0.017214758,0.010315143503248692,0.20602501928806305,0.506518543,0.4459245800971985,-0.205104634,-0.410586178,0.015619201,-0.12822859,0.039634228,-0.245491803,-0.073455706,-0.091449678,0.2034289538860321,0.14029042422771454,-0.124171682,-0.008109457,-0.361584991,-0.202096507,-0.13302891,0.057683315,0.066204838,0.03095139,-0.08259134,0.11977603286504745,-0.241579324,0.252226859,-0.080039367,0.016798611730337143,0.37380123138427734,0.33426809310913086,-0.165359408,-0.183205783,0.5269500613212585,-0.174506441,0.13383670151233673,0.1732770949602127,0.068356238,-0.284208208,0.34998345375061035,0.2167234718799591,-0.333123475,0.11866831034421921,-0.293065727,0.2339158058166504,0.3702559471130371,0.15043596923351288,0.5610674023628235,-0.034765646,0.16203522682189941,0.063039534,0.086964585,-0.290479213,-0.153870583,0.16553464531898499,0.19848494231700897,-0.316813558,-0.19778502,0.012712887488305569,0.22534793615341187,-0.335463256,-0.147738472,0.45365384221076965,-0.175796285,0.2512580454349518,-0.083543435,0.053200785,-0.159641564,-0.257758796,-0.097267069,0.11373702436685562,0.29886940121650696,0.6561954617500305,0.17389944195747375,-0.182248533,0.033786234,-0.109213039,-0.01524648,-0.140446216,0.061643116,-0.237469837,0.21834257245063782,0.049410813,-0.209734648,-0.031810261,0.2248097062110901,-0.083578371,-0.361679226,-0.07192108,-0.019018283,-0.303237975,-0.158301502,0.41712096333503723,0.2698127329349518,-0.099667102,0.096856058,-0.123684049,0.3818313181400299,-0.004944133,0.078963839,0.042512960731983185,0.4500473141670227,-0.154587552,0.029140247032046318,-0.179054469,-0.445035547,-0.017699374,0.0951901,-0.090108216,-0.104698621,0.21750745177268982,-0.39712292,0.1359909623861313,0.23515255749225616,0.16904020309448242,-0.069424771,-0.135909498,-0.216416866,0.13807155191898346,-0.142763272,-0.286646485,0.074520461,-0.24028039,0.062309962,-0.547808528,-0.119401753,0.010721174068748951,-0.186155975,-0.036882039,0.077963762,0.1322624832391739,-0.03760631,0.4138103723526001,0.11091409623622894,-0.012462858,-0.018916262,0.5455490946769714,-0.434268713,0.10403309017419815,-0.21912457,-0.050031472,0.3159395158290863,-0.194297165,0.2790384590625763,0.1489688605070114,0.7674955129623413,-0.316452742,-0.288299918,-0.059683416,0.038013592,0.15745149552822113,0.001954,-0.187446028,-0.276134908,-0.294362634,-0.01005605,0.015101375058293343,-0.602130294,-0.216899201,-0.246785551,-0.026637644,-0.085983835,0.21125443279743195,-0.32027781,-0.346157908,0.049389016,0.2708849310874939,-0.114502266,-0.041315313,-0.011314457,0.18266771733760834,-0.030316703,0.12218926101922989,-0.068605185,0.5069918632507324,-0.161277428,-0.218429089,0.043226372450590134,-0.16219683,-0.001822392,-0.070742227,0.17833055555820465,0.19925960898399353,0.071768343
He,0.11583089083433151,0.12513667345046997,0.2622408866882324,-0.150114998,0.17652179300785065,0.7350883483886719,-0.296841979,0.4258027672767639,-0.190755635,0.2248864471912384,-0.02866005,-0.009958792,-0.322152704,-0.185612485,0.043927461,-0.182410702,0.019258027896285057,0.040914871,0.7133639454841614,0.19383876025676727,-0.473172009,0.13103830814361572,-0.124683976,-0.143111393,-0.154551581,0.12874451279640198,-0.241488859,0.33713007,0.21529856324195862,-0.145917311,0.060231033712625504,0.2864658236503601,0.055049066,-0.46615991,-0.025566043,0.36729666590690613,0.2223414033651352,0.11861401051282883,-0.237784669,0.34843897819519043,-0.249457583,0.27168071269989014,-0.205795631,0.11054448038339615,0.1781894862651825,-0.184723839,-0.145391911,-0.295727164,0.5039616823196411,-0.358516067,-0.504391432,0.4421868920326233,-0.088007577,0.22524209320545197,0.3516758978366852,-0.211154491,-0.40005967,0.051720600575208664,-0.373739243,-0.217321485,0.5581350922584534,0.39261770248413086,0.6058470010757446,-0.035236187,0.27292850613594055,-0.059441499,0.035031181,-0.280653894,-0.102943636,0.24609676003456116,0.20624883472919464,-0.264086306,-0.141976938,0.001087012,-0.16633682,-0.574165523,0.066898376,0.4673345685005188,0.15889714658260345,-0.048620027,-0.598701239,0.19941459596157074,-0.072252303,-0.600962281,0.001633948,-0.380399704,0.3027391731739044,0.067554362,-0.092638396,-0.056111556,-0.086679816,0.043122783,0.055210665,-0.31008777,-0.254823774,-0.165475398,0.467539907,0.11880611628293991,-0.067066371,0.1365818828344345,0.31878799200057983,0.13511687517166138,-0.214270383,-0.271749437,-0.02759338,-0.286547899,-0.060011271,0.039851677,0.3044619560241699,-0.559343457,-0.006217216,-0.247062579,0.34801146388053894,-0.179581359,0.3379936218261719,0.051689465,-0.295477271,-0.193575919,-0.088828892,-0.391050816,-0.056243196,-0.310702533,0.15042133629322052,0.1444074958562851,-0.109224051,0.080044523,-0.843027115,0.2646922469139099,0.2851577401161194,0.3040402829647064,0.066172831,-0.396111071,0.099308819,-0.028123783,-0.054821443,-0.062024567,0.6697912812232971,-0.087521017,-0.318754524,-0.066675618,0.11254023760557175,-0.172211811,-0.127117991,-0.181329533,-0.450625241,0.2437138557434082,-0.144312277,0.22225601971149445,-0.127531514,-0.089520119,-0.338901699,0.5558528304100037,-0.43288821,0.023463936522603035,-0.282434791,-0.374976188,0.6021862030029297,0.051570188254117966,0.6193156242370605,0.10931050777435303,0.6989884376525879,-0.066166088,-0.107538655,0.19889776408672333,0.10986483097076416,0.16405583918094635,-0.104608908,-0.403429478,-0.324166596,-0.059504442,-0.170830339,0.1354096382856369,0.15704286098480225,0.34336695075035095,-0.224106088,-0.233755857,0.6480838656425476,0.23122982680797577,-0.353783756,-0.616699517,-0.078750633,0.44746991991996765,-0.282050639,0.22605569660663605,0.12649636,0.2672760784626007,-0.342337489,0.12819254398345947,-0.023115559,0.087542638,-0.418238491,-0.041772913,-0.273535728,-0.029460939,0.14585551619529724,-0.002873174,-0.283715785,0.074093446,-0.045792058
Li,0.15979516506195068,-0.050667379,0.12565790116786957,-0.376452297,0.5976265668869019,0.6632367968559265,-0.013584392,0.15348182618618011,-0.343092144,-0.441820562,0.094656467,-0.086248435,-0.773611784,0.26392391324043274,0.17769178748130798,-0.268912256,0.10538798570632935,0.30342409014701843,0.3957293629646301,-0.019155048,-0.541145861,-0.285061747,0.088342935,-0.236408025,0.12547995150089264,0.16700096428394318,0.030908786,0.43602997064590454,0.074955828,0.039962936,-0.049548503,-0.059848007,-0.035205819,-0.298612773,0.15634092688560486,0.079135478,-0.130350828,0.22062820196151733,0.046272192150354385,0.6224278211593628,-0.188320696,0.21422693133354187,0.016353897750377655,-0.277513087,0.090197399,-0.313995779,0.15327371656894684,-0.653631151,0.24167610704898834,-0.147201926,0.025538804,0.001755088,0.063428767,0.2898256778717041,0.5190944075584412,0.3736661970615387,-0.287289202,-0.274845362,-0.170098424,0.35590583086013794,0.28838875889778137,0.16290885210037231,0.5561171770095825,0.071865112,0.4483233690261841,-0.299596697,-0.159590796,-0.097552665,0.41513967514038086,0.3133053183555603,0.3392806351184845,-0.420210391,-0.059421171,0.13115979731082916,-0.442119628,-0.186624676,-0.11074505,-0.245910794,0.2688473165035248,0.1493295580148697,-0.092630826,-0.261668414,0.21028928458690643,0.44058796763420105,0.12599621713161469,-0.092529997,0.4163212478160858,0.1937728077173233,-0.104630694,0.054558791,-0.090214223,0.098029628,-0.142509446,0.1751936674118042,0.2302454113960266,-0.032882947,-0.185415477,-0.273297161,0.057901651,-0.065994106,0.095963903,-0.298550755,0.30898547172546387,-0.254456252,0.24725346267223358,-0.348409414,0.6881991028785706,0.3889308273792267,0.028433214873075485,0.073675811,-0.091650963,-0.920567036,-0.069415331,-0.699642301,0.3538338541984558,-0.113155194,-0.216482133,0.5612876415252686,-0.406145602,-0.277411669,-0.37541163,0.2266779989004135,0.10852612555027008,-0.070903659,0.4428524971008301,0.48701345920562744,-0.466799527,0.4364537298679352,0.1561940461397171,0.18192704021930695,0.6267666816711426,0.24142999947071075,0.11459226906299591,-0.006291688,-0.44297269,0.2690074145793915,0.24895122647285461,0.037771747,-0.141824171,0.058256376534700394,-0.102076724,0.14625895023345947,-0.189239219,-0.374782503,-0.135442659,-0.08602991,-0.139343485,0.3443819582462311,-0.06465061,0.5107240080833435,-0.206386134,0.2707296311855316,-0.09892711,0.1472388356924057,-0.022758016,-0.165643215,0.6468678712844849,-0.077614427,0.45671746134757996,-0.029284112,0.30327746272087097,-0.128438413,-0.061563276,0.15252137184143066,0.3082658052444458,-0.270980954,-0.238774568,0.22005583345890045,-0.225823119,0.010659696534276009,-0.067528866,0.19736820459365845,0.074352898,0.12958942353725433,-0.126192257,0.14804328978061676,0.159474179,-0.273718774,-0.236861229,0.1049206480383873,-0.025697427,0.30394306778907776,-0.034166481,0.354544073,0.25468531250953674,-0.158160165,0.021243177354335785,-0.106899783,0.010396917350590229,-0.218597203,0.11445672065019608,-0.060554173,-0.169002488,0.23755963146686554,0.31044286489486694,0.045371588319540024,0.4367249608039856,-0.057980329,0.21475611627101898
Be,-0.162081629,0.085608944,-0.013885377,-0.713280797,0.32332125306129456,0.8926117420196533,0.19387464225292206,0.3171904385089874,-0.235320553,0.264111191,-0.026308401,-0.236689568,-0.402366042,-0.218981981,0.11282453685998917,-0.186848283,0.24356700479984283,-0.153718248,0.23223304748535156,0.014306193217635155,-0.519595921,0.017956348,0.015899965539574623,-0.390897661,0.026259055361151695,0.18864433467388153,0.14782728254795074,0.35872724652290344,-0.04383425,-0.057663523,0.12890829145908356,0.15365184843540192,0.02922143,-0.404930443,-0.178092703,0.11803723126649857,0.12029754370450974,0.11967771500349045,-0.486129254,0.5661824345588684,0.009569542,-0.215830684,-0.52008903,-0.34033069,0.17617212235927582,0.2721068263053894,-0.14381434,-0.907030463,0.082316421,0.040417227894067764,-0.364449233,0.083025284,-0.088432118,0.3993082046508789,0.9432663321495056,0.6589402556419373,-0.031310346,-0.430986255,0.09290044,-0.303343862,0.250069797,0.066705003,0.21856975555419922,-0.376688719,0.3099554479122162,-0.082488798,0.048501443,-0.294151098,0.19022057950496674,-0.062387604,0.15662620961666107,-0.297453731,0.31131500005722046,0.11419152468442917,-0.307075322,-0.259909421,-0.147436604,0.035473052,-0.611100614,0.082954064,-0.16468589,-0.176761329,-0.03143692,-0.251348644,-0.0565878,-0.340859711,0.14586716890335083,0.10550952702760696,-0.218052849,-0.446235538,-0.250232458,-0.202215761,0.094422325,-0.348855168,0.3447960317134857,-0.072519809,-0.128230959,0.37413015961647034,0.13139078,0.4125891625881195,0.4172055125236511,-0.065914951,-0.097481996,0.11361169070005417,-0.174694434,0.018078273,0.3224586248397827,-0.312980533,0.14974385499954224,-0.211447388,-0.108826794,-0.535459399,0.39898189902305603,-0.446193129,0.2962809205055237,0.085239425,-0.049409281,0.068449698,-0.516716301,-0.148287877,-0.361477494,-0.118620612,-0.162734717,-0.391179472,0.14994774758815765,0.1345919519662857,-0.73445642,0.47467318177223206,-0.037023455,0.5074618458747864,0.06179408,0.4546213150024414,-0.085827686,0.6845889687538147,0.32786235213279724,-0.043450393,0.16049954295158386,0.40986713767051697,-0.215545863,-0.052123204,-0.308395326,0.019741998985409737,-0.077730112,-0.399836034,-0.12176086,0.097336523,-0.326589793,0.3237895965576172,0.053712330758571625,0.11501491814851761,-0.457914233,0.49409258365631104,-0.148790821,-0.175310418,-0.404135257,-0.210228637,0.536342978,0.086875632,0.653113842,0.23629634082317352,0.5407698750495911,-0.577566743,-0.041755684,0.19380693137645721,-0.063624226,0.043534413,-0.313803107,-0.150984257,-0.138839364,0.032275431,-0.168337271,-0.286304832,0.16724783182144165,-0.079367161,-0.504000127,0.32740288972854614,0.2849230170249939,-0.285583377,-0.142805845,-0.148737624,-0.424694598,0.25256460905075073,-0.532994807,-0.158413276,-0.143405274,0.1662570834159851,0.24782930314540863,0.3552822768688202,-0.180796638,-0.28281951,0.17627599835395813,-0.115635864,-0.244952455,-0.15374741,0.1300998330116272,0.490355909,0.35797664523124695,-0.35060519,0.096704505
B,-0.056003418,0.18453416228294373,0.3697928488254547,-0.205376625,0.22651442885398865,0.42137134075164795,0.21627555787563324,0.12285204976797104,-0.389592409,-0.090540633,-0.018092105,0.3296767473220825,-0.71964097,0.038323779,0.41086310148239136,-0.05619185,-0.029989729,-0.071094431,0.13980190455913544,0.075095206,-0.332375675,-0.386511147,0.45674774050712585,-0.02662156,0.003865003,0.20359334349632263,0.25515538454055786,0.39678841829299927,-0.148502886,0.079581082,-0.013386404,-0.164167345,0.18065288662910461,0.19982050359249115,-0.244050577,-0.219903976,-0.137777418,-0.107970759,-0.017144624,0.2333468496799469,-0.090886384,-0.248612821,-0.082543574,-0.021504181,-0.083960526,0.15589621663093567,-0.302929223,-0.478466481,0.08504428,0.3906930983066559,0.3248063325881958,0.16840308904647827,-0.110844582,0.065673657,0.4774214029312134,0.54473877,-0.307467103,0.25813567638397217,0.038657278,0.21062584221363068,0.088943914,0.1938851773738861,0.29485246539115906,-0.052188594,0.006441178,-0.210794747,-0.294019848,-0.017096331,0.1527220755815506,0.19326694309711456,0.13109196722507477,-0.224889651,-0.148709834,-0.124349415,0.1720498502254486,-0.334164977,-0.372950643,-0.156913847,-0.401300818,0.30979400873184204,0.126367986,-0.096646287,0.044100355356931686,-0.104020827,-0.021400545,0.12891283631324768,-0.026725305,0.4831283986568451,-0.513200998,-0.198434189,-0.026752774,-0.067398049,-0.205817893,0.073229901,0.1461395025253296,-0.152708277,-0.127508059,0.068046637,0.15409882366657257,-0.038032189,-0.030203417,-0.062878571,0.1735668033361435,-0.327399194,0.008495936,-0.064798817,-0.229509622,0.17568254470825195,-0.098676927,0.39056313037872314,0.4448963403701782,-0.359685689,0.28133368492126465,-0.223474398,0.005119273,0.26875171065330505,0.052827429,-0.050800074,-0.04131975,0.06764704,-0.610252619,-0.017881703,0.21144621074199677,0.1643601804971695,0.2748847007751465,0.2915889024734497,-0.334580004,-0.102895267,0.13154742121696472,0.10872908681631088,0.03296734,-0.210689351,0.30475279688835144,-0.087956123,0.13149453699588776,0.059623957,-0.231304109,0.15007524192333221,-0.138351426,-0.128280476,-0.232505366,0.069817081,-0.086232081,-0.337173134,0.33391210436820984,0.09274894,-0.063597046,0.20439748466014862,0.21545922756195068,-0.149431095,-0.246513411,0.2761944532394409,-0.377628684,-0.290919393,-0.412565649,-0.032509886,0.4711534380912781,0.12383605539798737,-0.226013646,-0.228997126,0.8203032612800598,-0.419363588,-0.18489404,0.26727890968322754,-0.036579244,-0.225197822,0.033019281923770905,-0.260260344,-0.312042624,-0.151217654,0.18188798427581787,-0.376188308,-0.12341696,-0.281507522,-0.370647669,0.052004877,-0.116165347,0.067808472,-0.282809049,-0.219798237,-0.585141957,0.13405345380306244,-0.588121176,-0.007288754,-0.095051736,0.2730644643306732,0.2374717742204666,0.22452257573604584,0.021935409,0.342734158,-0.094236962,0.1388361006975174,0.43181881308555603,-0.265177608,0.14660070836544037,0.31936338543891907,0.084086157,0.13074322044849396,0.14809031784534454
C,0.085804246,0.062256131,0.085663877,-0.095164962,0.081686161,0.12646573781967163,0.054271378,0.14110586047172546,0.041622597724199295,0.1529536098241806,-0.255925477,0.40636271238327026,-0.340955883,-0.139434874,0.22358210384845734,0.079322957,0.033154603093862534,-0.057464916,0.4141919016838074,-0.047390014,-0.241893366,-0.251899987,-0.043139894,-0.253860474,0.16112791001796722,0.06897521,-0.055507518,-0.061589021,-0.133405536,-0.167658255,0.2673031985759735,-0.281381577,-0.24043788,0.039912737905979156,0.07561107,-0.008349547,0.042836982756853104,0.041014198,-0.030194856,0.20475497841835022,-0.236368656,0.029931429773569107,0.090621389,-0.097294241,0.036712948232889175,0.3938799500465393,0.061698481,-0.248495221,0.49625372886657715,0.037478201,0.27707311511039734,0.5596239566802979,0.010025507770478725,0.012401502579450607,0.292169452,0.3338088095188141,0.11713016033172607,0.056187313,-0.177442327,0.20903298258781433,0.3167791962623596,0.18924586474895477,0.32398688793182373,0.064708397,0.20470666885375977,-0.109100118,0.2734341025352478,-0.28899166,-0.025081065,0.3849683105945587,0.17859713733196259,-0.207414642,0.33952268958091736,0.1578804850578308,0.064518407,-0.382891446,-0.564072549,0.052633170038461685,-0.155186832,-0.013148524,0.2151414453983307,-0.122955427,-0.017849484,-0.047032446,0.014626311138272285,0.26086345314979553,0.20662720501422882,0.3942544460296631,0.040916726,0.061098568,0.068268627,0.1469479203224182,-0.202349916,0.031297464,-0.062191337,-0.122778483,0.082309507,0.17240872979164124,0.22141343355178833,0.047548990696668625,0.22885443270206451,0.009987617,-0.074686982,-0.302945673,0.027023717761039734,-0.148513317,0.27193477749824524,-0.054270837,0.22499246895313263,0.16624106466770172,-0.037076615,-0.225239918,-0.201832801,-0.160739154,0.035835169,-0.00800401,0.3059377372264862,0.2749650180339813,-0.547136188,0.239381805,-0.320496947,0.049301025,-0.247747138,-0.140520945,0.097892858,0.19646720588207245,-0.007561765,0.026772145181894302,0.3372962176799774,-0.118479848,-0.193745553,0.006034466,0.095714569,-0.289469063,-0.053821869,-0.309091121,-0.110888459,0.37076568603515625,-0.094391644,-0.180026561,-0.043371201,-0.051911902,-0.205465749,-0.286946058,-0.340105385,0.090201229,-0.348021984,-0.016136261,0.3009244501590729,0.16650836169719696,0.12296480685472488,0.2593233287334442,-0.089086808,-0.210597023,-0.262039125,-0.127120599,-0.058680274,-0.068617374,-0.032311525,0.11061248928308487,0.3047613203525543,0.023051680997014046,0.20003654062747955,0.15823379158973694,0.46764761209487915,-0.088390067,0.1175137609243393,-0.040587507,-0.124266684,-0.15392448,0.16376586258411407,0.19681578874588013,-0.163389921,0.1095883920788765,-0.296375036,0.13696947693824768,-0.043519177,0.13675132393836975,-0.267568976,-0.395678669,-0.05936753,0.075316653,-0.118008621,-0.010809635,-0.06342151,0.15272098779678345,-0.21182327,-0.084694512,0.1331178992986679,0.3080572187900543,-0.138211429,0.026629896834492683,-0.155362323,0.070044555,-0.171339765,0.18748776614665985,0.074486509,-0.076700129,0.16217735409736633
N,-0.08494693,0.38582098484039307,0.1279986947774887,-0.108745858,0.3794374465942383,0.5790536403656006,0.40256816148757935,0.38731470704078674,-0.155375242,0.21571685373783112,-0.453041077,0.17459602653980255,-0.57346034,0.13606323301792145,0.39959609508514404,0.093663856,0.2394082248210907,0.16591618955135345,0.6027982831001282,0.091778316,-0.23921369,0.12063096463680267,-0.073343962,0.1364269107580185,-0.163999155,0.077050045,-0.026140692,0.14071495831012726,0.2860940992832184,0.1496928632259369,0.2697589695453644,-0.02444084,-0.284462929,0.069780938,-0.19928804,0.15262004733085632,0.16143997013568878,0.1285698562860489,-0.634116948,0.40085652470588684,-0.038685542,-0.119720526,-0.059911452,-0.246030226,0.5271894931793213,0.475401908,-0.207866013,-0.150199875,0.41539064049720764,-0.177131712,-0.064924985,0.039157033,0.21810117363929749,-0.318702161,0.12332666665315628,0.2149011641740799,0.000859965,0.2973877191543579,-0.150958493,0.075931899,-0.097830154,0.24157629907131195,0.44149619340896606,0.24950039386749268,0.077368997,0.018361112102866173,-0.014714441,-0.291192204,0.046548616141080856,0.3936655819416046,0.13718271255493164,-0.196403965,-0.074768096,0.047758542001247406,0.3076004087924957,-0.525187075,-0.293852091,0.09092617,0.12770892679691315,0.28866755962371826,0.005124307,-0.067185521,-0.131612659,-0.268465012,-0.065015823,0.073180452,0.13957270979881287,0.2998558580875397,-0.135532826,-0.026371568,-0.076295145,0.11294928193092346,-0.09187796,-0.225589558,0.24516043066978455,-0.321245521,0.1516784429550171,0.092431396,-0.130779192,-0.169378087,0.12580837309360504,0.20043206214904785,-0.087947309,-0.17622368,-0.002265438,-0.057366226,0.4641094505786896,0.21090799570083618,0.12369006127119064,-0.127813384,-0.023867045,-0.299773544,0.19347448647022247,-0.116386101,0.17042821645736694,0.2373437136411667,0.002369369,0.21179276704788208,-0.107664809,0.4100141227245331,-0.754556954,0.1989654153585434,-0.099687576,0.051355626,-0.042563666,-0.036889106,-0.286337644,0.14178551733493805,0.045301065,0.025791135,-0.196981758,-0.353411973,0.2956594228744507,0.10913397371768951,-0.119563878,-0.313164175,0.054163094609975815,-0.128292605,-0.306169868,-0.042099658,-0.013030916,-0.154344633,-0.181255877,0.19408313930034637,0.1323787420988083,0.022984073,-0.259209692,0.11996626853942871,0.23094747960567474,0.046479031443595886,0.41032490134239197,0.040274448692798615,-0.171891034,-0.324899822,-0.15360716,-0.135600582,0.1345517784357071,0.19492654502391815,-0.139422402,0.15441018342971802,0.6806413531303406,-0.02857409,-0.175695688,0.4400050938129425,0.3453110158443451,-0.028518526,-0.159404144,-0.149609625,-0.118195474,-0.108701348,-0.303280085,-0.149739176,-0.234759122,-0.346646607,-0.150073439,-0.127241507,-0.011322595,0.16818469762802124,-0.318523884,-0.44294858,-0.32554388,0.268340528,-0.319105625,-0.001232596,0.007159152,-0.035258997,-0.244707495,0.27835512161254883,0.1319761574268341,0.22539417445659637,-0.144501865,-0.01898201,-0.231116429,-0.176306412,-0.066299953,-0.10946551,0.40132051706314087,0.089287177,-0.303839117
O,-0.272093713,0.046701155602931976,0.018852198496460915,-0.221773207,0.22179904580116272,0.508138895,0.050024088472127914,0.2533813416957855,-0.202729821,0.009970888,-0.079035178,0.41803452372550964,-0.467137158,-0.020906262,0.34434056282043457,0.24102233350276947,-0.011278711,0.30393388867378235,0.43953073024749756,0.017058594152331352,-0.383166969,-0.088125616,0.092025571,-0.000682358,0.030496571213006973,-0.378445685,0.16658075153827667,0.049159735441207886,0.090176471,-0.1944049,0.25153931975364685,-0.166522175,-0.142106503,0.11141404509544373,-0.275333434,0.13485875725746155,-0.067558452,-0.063415326,-0.553502619,0.6069961786270142,-0.020885574,0.21710233390331268,-0.130919158,-0.23238337,0.3130151629447937,0.37912145256996155,-0.003318729,-0.327557385,0.5428475141525269,-0.352499992,-0.112539962,0.17490644752979279,0.137766495,-0.289941132,0.6033706665039062,0.19763751327991486,-0.143469989,0.061965085566043854,-0.141250983,0.30836454033851624,0.3015618324279785,0.12466040998697281,0.37360718846321106,0.4395398795604706,0.12027877569198608,0.027726749,-0.307683647,-0.047615074,-0.26665765,0.096066266,-0.089199021,-0.370984286,-0.019177534,-0.067462042,0.2583293318748474,-0.403937548,-0.17225191,0.5997039675712585,-0.126598567,0.004016468,0.12203243374824524,-0.026798982,-0.401446372,-0.174267456,-0.115810506,0.3138629198074341,0.37549644708633423,0.1810230314731598,0.083203167,-0.300669461,0.013509719632565975,-0.030895324,0.11967460066080093,-0.328296214,-0.072768256,-0.411969632,-0.064921662,0.003559144,0.048121564,-0.029261747,0.2589985728263855,0.054067455,0.011653183959424496,-0.226969123,0.3049916923046112,-0.180670008,0.083140001,0.2199857234954834,0.24808967113494873,0.041171309,0.10855428129434586,-0.171058297,0.10961761325597763,0.096926861,0.43576303124427795,0.12067338079214096,0.069714122,0.2629086375236511,-0.080615096,-0.276440293,-0.531582296,-0.069815658,0.091515891,0.091727033,0.293098509,-0.026934529,-0.099939436,0.006402459,0.26753062,0.092130564,-0.095421195,-0.049102154,0.11359530687332153,0.050363074988126755,-0.145527974,-0.291192085,-0.004290757,-0.189346373,0.20938973128795624,-0.108727291,-0.00256279,0.005803055,0.1494051069021225,-0.334985375,0.051750094,-0.105554834,-0.115255661,0.3137133717536926,0.051238626,0.17278429865837097,0.055987004190683365,0.2314201,-0.395437568,0.051418062299489975,-0.341482341,-0.352611721,0.024686552584171295,0.1723809838294983,0.3936159312725067,0.18936952948570251,0.5338258743286133,-0.085991271,-0.305531859,0.098731786,0.25019776821136475,-0.206087127,-0.325523287,-0.059094831,-0.464538813,-0.06705673,-0.277375519,-0.126549736,-0.199988306,0.021961672231554985,-0.306447774,-0.140207276,0.28659552335739136,0.11197412014007568,-0.589360952,-0.451426834,-0.339299887,0.21313557028770447,-0.101321459,-0.146136731,-0.047406603,-0.0713792,-0.137084231,-0.125636861,0.094874546,0.3836463987827301,-0.112214126,-0.140788674,-0.297649771,-0.016243199,0.25386613607406616,-0.138298094,0.22483457624912262,-0.092935897,-0.036100786
